"index","country_id","year","population","gdp"
"68","2","2016","35383128","19362642267"
"69","2","2017","36296400","20191764940"
"70","2","2018","37172386","19362969582"
"71","3","1980","8341289","5930503401"
"72","3","1981","8640446","5550483036"
"73","3","1982","8952950","5550483036"
"74","3","1983","9278096","5784341596"
"75","3","1984","9614754","6131475065"
"76","3","1985","9961997","7553560459"
"77","3","1986","10320111","7072063345"
"78","3","1987","10689250","8083872012"
"79","3","1988","11068050","8769250550"
"80","3","1989","11454777","10201099040"
"81","3","1990","11848386","11228764963"
"82","3","1991","12248901","10603784541"
"83","3","1992","12657366","8307810974"
"84","3","1993","13075049","5768720422"
"85","3","1994","13503747","4438321017"
"86","3","1995","13945206","5538749260"
"87","3","1996","14400719","7526446606"
"88","3","1997","14871570","7648377413"
"89","3","1998","15359601","6506229607"
"90","3","1999","15866869","6152922943"
"91","3","2000","16395473","9129594819"
"92","3","2001","16945753","8936063723"
"93","3","2002","17519417","15285594828"
"94","3","2003","18121479","17812705294"
"95","3","2004","18758145","23552052408"
"96","3","2005","19433602","36970918699"
"97","3","2006","20149901","52381006892"
"98","3","2007","20905363","65266452081"
"99","3","2008","21695634","88538611205"
"100","3","2009","22514281","70307163678"
"101","3","2010","23356246","83799496611"
"102","3","2011","24220661","111790000000"
"103","3","2012","25107931","128053000000"
"104","3","2013","26015780","136710000000"
"105","3","2014","26941779","145712000000"
"106","3","2015","27884381","116194000000"
"107","3","2016","28842484","101124000000"
"108","3","2017","29816748","122124000000"
"109","3","2018","30809762","105751000000"
"110","5","1984","2904429","1857338012"
"111","5","1985","2964762","1897050133"
"112","5","1986","3022635","2097326250"
"113","5","1987","3083605","2080796250"
"114","5","1988","3142336","2051236250"
"115","5","1989","3227943","2253090000"
"116","5","1990","3286542","2028553750"
"117","5","1991","3266790","1099559028"
"118","5","1992","3247039","652174990"
"119","5","1993","3227287","1185315468"
"120","5","1994","3207536","1880951520"
"121","5","1995","3187784","2392764853"
"122","5","1996","3168033","3199642580"
"123","5","1997","3148281","2258515610"
"124","5","1998","3128530","2545967253"
"125","5","1999","3108778","3212119044"
"126","5","2000","3089027","3480355189"
"127","5","2001","3060173","3922099471"
"128","5","2002","3051010","4348070165"
"129","5","2003","3039616","5611492283"
"130","5","2004","3026939","7184681399"
"131","5","2005","3011487","8052075642"
"132","5","2006","2992547","8896073938"
"133","5","2007","2970017","10677321490"
"134","5","2008","2947314","12881353508"
"135","5","2009","2927519","12044208086"
"136","5","2010","2913021","11926953214"
"137","5","2011","2905195","12890866743"
"138","5","2012","2900401","12319784886"
"139","5","2013","2895092","12776280961"
"140","5","2014","2889104","13228247844"
"141","5","2015","2880703","11386931490"
"142","5","2016","2876101","11861352705"
"143","5","2017","2873457","13025062196"
"144","5","2018","2866376","15058879129"
"145","6","1970","24276","78619206"
"146","6","1971","25559","89409820"
"147","6","1972","26892","113408231"
"148","6","1973","28232","150820102"
"149","6","1974","29520","186558696"
"150","6","1975","30705","220127246"
"151","6","1976","31777","227281024"
"152","6","1977","32771","254020153"
"153","6","1978","33737","308008897"
"154","6","1979","34818","411578334"
"155","6","1980","36067","446416105"
"156","6","1981","37500","388958731"
"157","6","1982","39114","375895956"
"158","6","1983","40867","327861832"
"159","6","1984","42706","330070689"
"160","6","1985","44600","346737964"
"161","6","1986","46517","482000594"
"162","6","1987","48455","611316399"
"163","6","1988","50434","721425939"
"164","6","1989","52448","795449332"
"165","6","1990","54509","1029048482"
"166","6","1991","56671","1106928583"
"167","6","1992","58888","1210013652"
"168","6","1993","60971","1007025755"
"169","6","1994","62677","1017549124"
"170","6","1995","63850","1178738991"
"171","6","1996","64360","1223945357"
"172","6","1997","64327","1180597273"
"173","6","1998","64142","1211932398"
"174","6","1999","64370","1239876305"
"175","6","2000","65390","1434429703"
"176","6","2001","67341","1496912752"
"177","6","2002","70049","1733116883"
"178","6","2003","73182","2398645598"
"179","6","2004","76244","2935659300"
"180","6","2005","78867","3255789081"
"181","6","2006","80993","3543256806"
"182","6","2007","82684","4016972351"
"183","6","2008","83862","4007353157"
"184","6","2009","84463","3660530703"
"185","6","2010","84449","3355695364"
"186","6","2011","83747","3442062830"
"187","6","2012","82427","3164615187"
"188","6","2013","80774","3281585236"
"189","6","2014","79213","3350736367"
"190","6","2015","78011","2811489409"
"191","6","2016","77297","2877311947"
"192","6","2017","77001","3013387424"
"193","6","2018","77006","3236543909"
"194","8","1975","548301","14720672507"
"195","8","1976","637922","19213022691"
"196","8","1977","735344","24871775165"
"197","8","1978","835508","23775831783"
"198","8","1979","931749","31225463218"
"199","8","1980","1019509","43598748449"
"200","8","1981","1096610","49333424135"
"201","8","1982","1164806","46622718605"
"202","8","1983","1228459","42803323345"
"203","8","1984","1293971","41807954236"
"204","8","1985","1366164","40603650232"
"205","8","1986","1446380","33943612095"
"206","8","1987","1533536","36384908744"
"207","8","1988","1627066","36275674203"
"208","8","1989","1725681","41464995914"
"209","8","1990","1828432","50701443748"
"210","8","1991","1937153","51552165622"
"211","8","1992","2052891","54239171888"
"212","8","1993","2173139","55625170253"
"213","8","1994","2294385","59305093980"
"214","8","1995","2415090","65743666576"
"215","8","1996","2539126","73571233996"
"216","8","1997","2671362","78839008445"
"217","8","1998","2813214","75674336283"
"218","8","1999","2966034","84445473111"
"219","8","2000","3134062","104337000000"
"220","8","2001","3302719","103312000000"
"221","8","2002","3478777","109816000000"
"222","8","2003","3711932","124346000000"
"223","8","2004","4068570","147824000000"
"224","8","2005","4588225","180617000000"
"225","8","2006","5300174","222117000000"
"226","8","2007","6168838","257916000000"
"227","8","2008","7089487","315475000000"
"228","8","2009","7917372","253547000000"
"229","8","2010","8549988","289787000000"
"230","8","2011","8946777","350666000000"
"231","8","2012","9141596","374591000000"
"232","8","2013","9197910","390108000000"
"233","8","2014","9214175","403137000000"
"234","8","2015","9262900","358135000000"
"235","8","2016","9360980","357045000000"
"236","8","2017","9487203","382575000000"
"237","8","2018","9630959","414179000000"
"238","9","1962","21153052","24450604878"
"239","9","1963","21488912","18272123664"
"240","9","1964","21824425","25605249382"
"241","9","1965","22159650","28344705967"
"242","9","1966","22494035","28630474728"
"243","9","1967","22828869","24256667553"
"244","9","1968","23168267","26436857247"
"245","9","1969","23517611","31256284544"
"246","9","1970","23880561","31584210366"
"247","9","1971","24259561","33293199095"
"248","9","1972","24653175","34733000536"
"249","9","1973","25056478","52544000117"
"250","9","1974","25462302","72436777342"
"251","9","1975","25865776","52438647922"
"252","9","1976","26264681","51169499891"
"253","9","1977","26661398","56781000101"
"254","9","1978","27061047","58082870156"
"255","9","1979","27471036","69252328953"
"256","9","1980","27896528","76961923742"
"257","9","1981","28338515","78676842366"
"258","9","1982","28794548","84307486837"
"259","9","1983","29262047","103979000000"
"260","9","1984","29737093","79092001998"
"261","9","1985","30216279","88416668900"
"262","9","1986","30698964","110934000000"
"263","9","1987","31184415","111106000000"
"264","9","1988","31668949","126207000000"
"265","9","1989","32148134","76636898036"
"266","9","1990","32618651","141352000000"
"267","9","1991","33079000","189720000000"
"268","9","1992","33529326","228789000000"
"269","9","1993","33970111","236742000000"
"270","9","1994","34402672","257440000000"
"271","9","1995","34828170","258032000000"
"272","9","1996","35246374","272150000000"
"273","9","1997","35657429","292859000000"
"274","9","1998","36063459","298948000000"
"275","9","1999","36467218","283523000000"
"276","9","2000","36870787","284204000000"
"277","9","2001","37275652","268697000000"
"278","9","2002","37681749","97724004252"
"279","9","2003","38087868","127587000000"
"280","9","2004","38491972","164658000000"
"281","9","2005","38892931","198737000000"
"282","9","2006","39289878","232557000000"
"283","9","2007","39684295","287531000000"
"284","9","2008","40080160","361558000000"
"285","9","2009","40482788","332976000000"
"286","9","2010","40788453","423627000000"
"287","9","2011","41261490","530163000000"
"288","9","2012","41733271","545982000000"
"289","9","2013","42202935","552025000000"
"290","9","2014","42669500","526320000000"
"291","9","2015","43131966","594749000000"
"292","9","2016","43590368","557531000000"
"293","9","2017","44044811","642696000000"
"294","9","2018","44494502","518475000000"
"295","10","1990","3538171","2256838858"
"296","10","1991","3505258","2068526522"
"297","10","1992","3442817","1272577456"
"298","10","1993","3363108","1201313201"
"299","10","1994","3283667","1315158670"
"300","10","1995","3217348","1468317350"
"301","10","1996","3168221","1596968913"
"302","10","1997","3133089","1639492424"
"303","10","1998","3108687","1893726437"
"304","10","1999","3089022","1845482181"
"305","10","2000","3069591","1911563665"
"306","10","2001","3050687","2118467913"
"307","10","2002","3033978","2376335048"
"308","10","2003","3017932","2807061009"
"309","10","2004","3000720","3576615240"
"310","10","2005","2981269","4900469950"
"311","10","2006","2958307","6384451606"
"312","10","2007","2932618","9206301700"
"313","10","2008","2907618","11662040714"
"314","10","2009","2888092","8647936748"
"315","10","2010","2877319","9260284938"
"316","10","2011","2876538","10142111334"
"317","10","2012","2884229","10619320049"
"318","10","2013","2897584","11121465767"
"319","10","2014","2912403","11609512940"
"320","10","2015","2925553","10553337673"
"321","10","2016","2936146","10546135160"
"322","10","2017","2944809","11527458566"
"323","10","2018","2951776","12433089919"
"324","11","2002","59080","514000000"
"325","11","2003","59504","527000000"
"326","11","2004","59681","512000000"
"327","11","2005","59562","503000000"
"328","11","2006","59107","496000000"
"329","11","2007","58365","520000000"
"330","11","2008","57492","563000000"
"331","11","2009","56683","678000000"
"332","11","2010","56079","576000000"
"333","11","2011","55759","574000000"
"334","11","2012","55667","644000000"
"335","11","2013","55713","641000000"
"336","11","2014","55791","643000000"
"337","11","2015","55812","661000000"
"338","11","2016","55741","653000000"
"339","11","2017","55620","634000000"
"340","14","1977","62159","77496753"
"341","14","1978","62036","87879341"
"342","14","1979","61952","109079978"
"343","14","1980","61865","131431026"
"344","14","1981","61800","147841734"
"345","14","1982","61779","164369278"
"346","14","1983","61787","182144093"
"347","14","1984","61786","208372846"
"348","14","1985","61786","240923924"
"349","14","1986","61754","290440140"
"350","14","1987","61717","337174861"
"351","14","1988","61771","398637727"
"352","14","1989","62008","438794788"
"353","14","1990","62528","459469058"
"354","14","1991","63367","481706333"
"355","14","1992","64471","499281148"
"356","14","1993","65777","535172777"
"357","14","1994","67204","589429592"
"358","14","1995","68670","577280740"
"359","14","1996","70173","633730629"
"360","14","1997","71704","680617111"
"361","14","1998","73224","727860592"
"362","14","1999","74674","766198925"
"363","14","2000","76016","830158777"
"364","14","2001","77212","800740259"
"365","14","2002","78295","814615333"
"366","14","2003","79300","855643111"
"367","14","2004","80336","919577148"
"368","14","2005","81465","1022191296"
"369","14","2006","82704","1157005444"
"370","14","2007","84026","1311401333"
"371","14","2008","85397","1368431037"
"372","14","2009","86746","1224253000"
"373","14","2010","88028","1152469074"
"374","14","2011","89253","1142042926"
"375","14","2012","90409","1211411704"
"376","14","2013","91516","1192919630"
"377","14","2014","92562","1275576778"
"378","14","2015","93566","1359194741"
"379","14","2016","94527","1464630213"
"380","14","2017","95426","1510084751"
"381","14","2018","96286","1623804016"
"382","15","1960","10276477","18577668272"
"383","15","1961","10483000","19653936611"
"384","15","1962","10742000","19892485161"
"385","15","1963","10950000","21507447643"
"386","15","1964","11167000","23764139321"
"387","15","1965","11388000","25937954978"
"388","15","1966","11651000","27268451114"
"389","15","1967","11799000","30397580916"
"390","15","1968","12009000","32665472057"
"391","15","1969","12263000","36628961810"
"392","15","1970","12507000","41271138985"
"393","15","1971","12937000","45149512823"
"394","15","1972","13177000","51967289720"
"395","15","1973","13380000","63738629084"
"396","15","1974","13723000","88831245394"
"397","15","1975","13893000","97171924075"
"398","15","1976","14033000","104921000000"
"399","15","1977","14192000","110202000000"
"400","15","1978","14358000","118340000000"
"401","15","1979","14514000","134712000000"
"402","15","1980","14692000","149776000000"
"403","15","1981","14927000","176643000000"
"404","15","1982","15178000","193771000000"
"405","15","1983","15369000","177030000000"
"406","15","1984","15544000","193242000000"
"407","15","1985","15758000","180235000000"
"408","15","1986","16018400","182038000000"
"409","15","1987","16263900","189059000000"
"410","15","1988","16532200","235661000000"
"411","15","1989","16814400","299264000000"
"412","15","1990","17065100","310775000000"
"413","15","1991","17284000","325306000000"
"414","15","1992","17495000","324873000000"
"415","15","1993","17667000","311539000000"
"416","15","1994","17855000","322209000000"
"417","15","1995","18072000","367216000000"
"418","15","1996","18311000","400303000000"
"419","15","1997","18517000","434568000000"
"420","15","1998","18711000","398899000000"
"421","15","1999","18926000","388608000000"
"422","15","2000","19153000","415223000000"
"423","15","2001","19413000","378376000000"
"424","15","2002","19651400","394649000000"
"425","15","2003","19895400","466488000000"
"426","15","2004","20127400","612490000000"
"427","15","2005","20394800","693408000000"
"428","15","2006","20697900","746054000000"
"429","15","2007","20827600","853100000000"
"430","15","2008","21249200","1054000000000"
"431","15","2009","21691700","927805000000"
"432","15","2010","22031750","1146140000000"
"433","15","2011","22340024","1396650000000"
"434","15","2012","22733465","1546150000000"
"435","15","2013","23128129","1576180000000"
"436","15","2014","23475686","1467480000000"
"437","15","2015","23815995","1351520000000"
"438","15","2016","24190907","1210030000000"
"439","15","2017","24601860","1330800000000"
"440","15","2018","24992369","1432200000000"
"441","16","1960","7047539","6592693841"
"442","16","1961","7086299","7311749633"
"443","16","1962","7129864","7756110210"
"444","16","1963","7175811","8374175258"
"445","16","1964","7223801","9169983886"
"446","16","1965","7270889","9994070616"
"447","16","1966","7322066","10887682273"
"448","16","1967","7376998","11579431669"
"449","16","1968","7415403","12440625313"
"450","16","1969","7441055","13582798556"
"451","16","1970","7467086","15373005769"
"452","16","1971","7500482","17858485957"
"453","16","1972","7544201","22059612417"
"454","16","1973","7586115","29515467988"
"455","16","1974","7599038","35189299985"
"456","16","1975","7578903","40059206763"
"457","16","1976","7565525","42959976068"
"458","16","1977","7568430","51545759221"
"459","16","1978","7562305","62052258694"
"460","16","1979","7549425","73937296655"
"461","16","1980","7549433","82058912465"
"462","16","1981","7568710","71034228097"
"463","16","1982","7574140","71275287328"
"464","16","1983","7561910","72121016623"
"465","16","1984","7561434","67985345162"
"466","16","1985","7564985","69386774475"
"467","16","1986","7569794","99036165210"
"468","16","1987","7574586","124168000000"
"469","16","1988","7585317","133339000000"
"470","16","1989","7619567","133106000000"
"471","16","1990","7677850","166463000000"
"472","16","1991","7754891","173794000000"
"473","16","1992","7840709","195078000000"
"474","16","1993","7905633","190380000000"
"475","16","1994","7936118","203535000000"
"476","16","1995","7948278","241038000000"
"477","16","1996","7959017","237251000000"
"478","16","1997","7968041","212790000000"
"479","16","1998","7976789","218260000000"
"480","16","1999","7992324","217186000000"
"481","16","2000","8011566","196800000000"
"482","16","2001","8042293","197338000000"
"483","16","2002","8081957","213378000000"
"484","16","2003","8121423","261696000000"
"485","16","2004","8171966","300904000000"
"486","16","2005","8227829","315974000000"
"487","16","2006","8268641","335999000000"
"488","16","2007","8295487","388691000000"
"489","16","2008","8321496","430294000000"
"490","16","2009","8343323","400172000000"
"491","16","2010","8363404","391893000000"
"492","16","2011","8391643","431120000000"
"493","16","2012","8429991","409425000000"
"494","16","2013","8479823","430069000000"
"495","16","2014","8546356","441996000000"
"496","16","2015","8642699","381806000000"
"497","16","2016","8736668","394053000000"
"498","16","2017","8797566","416836000000"
"499","16","2018","8847037","455737000000"
"500","17","1990","7159000","8858006036"
"501","17","1991","7271000","8792365811"
"502","17","1992","7382000","4991350458"
"503","17","1993","7495000","3970953396"
"504","17","1994","7597000","3313939554"
"505","17","1995","7685000","3052467522"
"506","17","1996","7763000","3176703092"
"507","17","1997","7838250","3962735257"
"508","17","1998","7913000","4446370371"
"509","17","1999","7982750","4581246713"
"510","17","2000","8048600","5272617196"
"511","17","2001","8111200","5707720391"
"512","17","2002","8171950","6235856820"
"513","17","2003","8234100","7276013032"
"514","17","2004","8306500","8680370408"
"515","17","2005","8391850","13245716099"
"516","17","2006","8484550","20982986344"
"517","17","2007","8581300","33050343783"
"518","17","2008","8763400","48852482960"
"519","17","2009","8947243","44291490421"
"520","17","2010","9054332","52902703376"
"521","17","2011","9173082","65951627200"
"522","17","2012","9295784","69683935845"
"523","17","2013","9416801","74164435946"
"524","17","2014","9535079","75244294275"
"525","17","2015","9649341","53074468085"
"526","17","2016","9757812","37867518957"
"527","17","2017","9854033","40865558912"
"528","17","2018","9942334","46939529412"
"529","18","1960","2797932","195999990"
"530","18","1961","2852438","202999992"
"531","18","1962","2907321","213500006"
"532","18","1963","2964427","232749998"
"533","18","1964","3026290","260750008"
"534","18","1965","3094379","158994963"
"535","18","1966","3170490","165444571"
"536","18","1967","3253218","178297142"
"537","18","1968","3336927","183200000"
"538","18","1969","3413904","190205714"
"539","18","1970","3479074","242732571"
"540","18","1971","3529997","252842285"
"541","18","1972","3569666","246804571"
"542","18","1973","3605126","304339839"
"543","18","1974","3646431","345263492"
"544","18","1975","3700880","420986666"
"545","18","1976","3770871","448412753"
"546","18","1977","3854445","547535555"
"547","18","1978","3949266","610225555"
"548","18","1979","4051234","782496666"
"549","18","1980","4157298","919726666"
"550","18","1981","4266520","969046666"
"551","18","1982","4379724","1013222222"
"552","18","1983","4497533","1082926304"
"553","18","1984","4621103","987143931"
"554","18","1985","4750837","1149979286"
"555","18","1986","4886743","1201725497"
"556","18","1987","5027138","1131466494"
"557","18","1988","5168698","1082403219"
"558","18","1989","5307069","1113924130"
"559","18","1990","5438957","1132101253"
"560","18","1991","5564926","1167398478"
"561","18","1992","5685565","1083037671"
"562","18","1993","5798053","938632612"
"563","18","1994","5898967","925030590"
"564","18","1995","5987043","1000428394"
"565","18","1996","6060111","869033856"
"566","18","1997","6122130","972896267"
"567","18","1998","6185562","893770806"
"568","18","1999","6267124","808077223"
"569","18","2000","6378871","870486065"
"570","18","2001","6525545","876794723"
"571","18","2002","6704113","825394490"
"572","18","2003","6909154","784654423"
"573","18","2004","7131693","915257323"
"574","18","2005","7364862","1117113046"
"575","18","2006","7607849","1273375020"
"576","18","2007","7862214","1356199365"
"577","18","2008","8126102","1611835902"
"578","18","2009","8397668","1781455092"
"579","18","2010","8675602","2032135247"
"580","18","2011","8958406","2235820868"
"581","18","2012","9245988","2333308099"
"582","18","2013","9540289","2451625333"
"583","18","2014","9844297","2705783272"
"584","18","2015","10160030","3104394858"
"585","18","2016","10487998","2959185295"
"586","18","2017","10827024","3172416146"
"587","18","2018","11175378","3078029929"
"588","19","1960","9153489","11658722591"
"589","19","1961","9183948","12400145222"
"590","19","1962","9220578","13264015675"
"591","19","1963","9289770","14260017387"
"592","19","1964","9378113","15960106681"
"593","19","1965","9463667","17371457608"
"594","19","1966","9527807","18651883472"
"595","19","1967","9580991","19992040788"
"596","19","1968","9618756","21376353113"
"597","19","1969","9646032","23710735895"
"598","19","1970","9655549","26849148286"
"599","19","1971","9673162","29981290025"
"600","19","1972","9711115","37408591330"
"601","19","1973","9741720","47999363072"
"602","19","1974","9772419","56333010460"
"603","19","1975","9800700","66029748931"
"604","19","1976","9818227","71494539498"
"605","19","1977","9830358","83283328419"
"606","19","1978","9839534","101788000000"
"607","19","1979","9848382","116938000000"
"608","19","1980","9859242","127508000000"
"609","19","1981","9858982","105291000000"
"610","19","1982","9856303","92588895020"
"611","19","1983","9855520","87650915976"
"612","19","1984","9855372","83795680815"
"613","19","1985","9858308","86730038793"
"614","19","1986","9861823","120661000000"
"615","19","1987","9870234","150194000000"
"616","19","1988","9901664","163168000000"
"617","19","1989","9937697","165100000000"
"618","19","1990","9967379","206431000000"
"619","19","1991","10004486","211638000000"
"620","19","1992","10045158","236038000000"
"621","19","1993","10084475","225925000000"
"622","19","1994","10115603","246195000000"
"623","19","1995","10136811","289567000000"
"624","19","1996","10156637","281358000000"
"625","19","1997","10181245","254814000000"
"626","19","1998","10203008","260602000000"
"627","19","1999","10226419","260202000000"
"628","19","2000","10251250","237905000000"
"629","19","2001","10286570","237842000000"
"630","19","2002","10332785","258860000000"
"631","19","2003","10376133","319003000000"
"632","19","2004","10421137","370885000000"
"633","19","2005","10478617","387366000000"
"634","19","2006","10547958","409813000000"
"635","19","2007","10625700","471821000000"
"636","19","2008","10709973","518626000000"
"637","19","2009","10796493","484553000000"
"638","19","2010","10895586","483548000000"
"639","19","2011","11038264","527008000000"
"640","19","2012","11106932","497884000000"
"641","19","2013","11159407","520925000000"
"642","19","2014","11209057","530808000000"
"643","19","2015","11274196","455940000000"
"644","19","2016","11331422","469677000000"
"645","19","2017","11375158","494902000000"
"646","19","2018","11422068","531767000000"
"647","20","1960","2431622","226195579"
"648","20","1961","2465867","235668222"
"649","20","1962","2502896","236434906"
"650","20","1963","2542859","253927646"
"651","20","1964","2585965","269818988"
"652","20","1965","2632356","289908720"
"653","20","1966","2682159","302925280"
"654","20","1967","2735307","306222000"
"655","20","1968","2791590","326323097"
"656","20","1969","2850661","330748211"
"657","20","1970","2912340","333627758"
"658","20","1971","2976572","335072975"
"659","20","1972","3043567","410331901"
"660","20","1973","3113675","504376035"
"661","20","1974","3187412","554654787"
"662","20","1975","3265165","676870140"
"663","20","1976","3347173","698408244"
"664","20","1977","3433439","750049739"
"665","20","1978","3523938","928843304"
"666","20","1979","3618526","1186231265"
"667","20","1980","3717165","1405251547"
"668","20","1981","3820128","1291119965"
"669","20","1982","3927714","1267778489"
"670","20","1983","4039949","1095348303"
"671","20","1984","4156819","1051133927"
"672","20","1985","4278501","1045712703"
"673","20","1986","4404506","1336102041"
"674","20","1987","4535263","1562412030"
"675","20","1988","4672852","1620246187"
"676","20","1989","4820016","1502294411"
"677","20","1990","4978496","1959965244"
"678","20","1991","5149499","1986437860"
"679","20","1992","5331803","1695315306"
"680","20","1993","5521763","2274557914"
"681","20","1994","5714220","1598075932"
"682","20","1995","5905558","2169627251"
"683","20","1996","6094259","2361116588"
"684","20","1997","6281639","2268301538"
"685","20","1998","6470265","2455092582"
"686","20","1999","6664098","2689787918"
"687","20","2000","6865951","2569186643"
"688","20","2001","7076733","2680213931"
"689","20","2002","7295394","3054571082"
"690","20","2003","7520555","3905366188"
"691","20","2004","7750004","4521424807"
"692","20","2005","7982225","4803702821"
"693","20","2006","8216897","5142380779"
"694","20","2007","8454793","5969535132"
"695","20","2008","8696921","7132787397"
"696","20","2009","8944708","7097198712"
"697","20","2010","9199259","6970240895"
"698","20","2011","9460830","7814081156"
"699","20","2012","9729248","8152554487"
"700","20","2013","10004588","9157355680"
"701","20","2014","10286842","9707432016"
"702","20","2015","10575952","8291155881"
"703","20","2016","10872067","8573159697"
"704","20","2017","11175204","9246696924"
"705","20","2018","11485048","10358985583"
"706","21","1960","4829288","330442817"
"707","21","1961","4894580","350247237"
"708","21","1962","4960326","379567178"
"709","21","1963","5027821","394040749"
"710","21","1964","5098890","410321785"
"711","21","1965","5174870","422916848"
"712","21","1966","5256363","433889831"
"713","21","1967","5343019","450753993"
"714","21","1968","5434041","460442864"
"715","21","1969","5528174","478298781"
"716","21","1970","5624600","458404330"
"717","21","1971","5723381","482411279"
"718","21","1972","5825173","578595584"
"719","21","1973","5930483","674773821"
"720","21","1974","6040041","751133642"
"721","21","1975","6154545","939972703"
"722","21","1976","6274037","976547572"
"723","21","1977","6398935","1131225279"
"724","21","1978","6530819","1475584037"
"725","21","1979","6671656","1748480982"
"726","21","1980","6822843","1928720390"
"727","21","1981","6985160","1775842680"
"728","21","1982","7158255","1754450379"
"729","21","1983","7340905","1600278756"
"730","21","1984","7531242","1459880353"
"731","21","1985","7727907","1552493414"
"732","21","1986","7930694","2036303381"
"733","21","1987","8140073","2369835439"
"734","21","1988","8356305","2616040646"
"735","21","1989","8579823","2615588546"
"736","21","1990","8811034","3101301781"
"737","21","1991","9050084","3135045684"
"738","21","1992","9297113","2240264712"
"739","21","1993","9552476","2332018011"
"740","21","1994","9816588","1895290965"
"741","21","1995","10089878","2379518099"
"742","21","1996","10372745","2586550747"
"743","21","1997","10665546","2447669404"
"744","21","1998","10968724","2804902724"
"745","21","1999","11282701","2993753187"
"746","21","2000","11607942","2628920056"
"747","21","2001","11944587","2812845514"
"748","21","2002","12293100","3205592290"
"749","21","2003","12654621","4205691222"
"750","21","2004","13030569","4838551100"
"751","21","2005","13421930","5462709498"
"752","21","2006","13829176","5816310158"
"753","21","2007","14252021","6771277871"
"754","21","2008","14689725","8369637065"
"755","21","2009","15141098","8369175126"
"756","21","2010","15605217","8979966766"
"757","21","2011","16081911","10724063458"
"758","21","2012","16571246","11166063467"
"759","21","2013","17072775","11947176342"
"760","21","2014","17586017","12377391463"
"761","21","2015","18110624","10419303761"
"762","21","2016","18646378","10886363727"
"763","21","2017","19193284","12322864245"
"764","21","2018","19751535","14441763759"
"765","22","1960","48013504","4274893913"
"766","22","1961","49362843","4817580184"
"767","22","1962","50752157","5081413340"
"768","22","1963","52202007","5319458351"
"769","22","1964","53741716","5386054619"
"770","22","1965","55385112","5906636557"
"771","22","1966","57157654","6439687598"
"772","22","1967","59034249","7253575399"
"773","22","1968","60918454","7483685474"
"774","22","1969","62679765","8471006101"
"775","22","1970","64232482","8992721809"
"776","22","1971","65531633","8751842840"
"777","22","1972","66625705","6288245867"
"778","22","1973","67637530","8086725729"
"779","22","1974","68742233","12512460520"
"780","22","1975","70066301","19448348073"
"781","22","1976","71652381","10117113333"
"782","22","1977","73463584","9651149302"
"783","22","1978","75450032","13281767143"
"784","22","1979","77529045","15565480322"
"785","22","1980","79639491","18138049096"
"786","22","1981","81767515","20249694002"
"787","22","1982","83932127","18525399202"
"788","22","1983","86142495","17609048822"
"789","22","1984","88416521","18920840000"
"790","22","1985","90764183","22278423077"
